loan_amnt,term,int_rate,installment,grade,emp_length,annual_inc,issue_d,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,fico_score,initial_list_status_w,'application_type_Joint App',ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,diff_issue_d_earliest_cr_line,ratio_pub_rec_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not_Verified,verification_status_Source_Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,class
3000,36,12.49,100.35,2,3,60000,201410,9.86,200506,12,0,4173,28.4,19,0,0,672,1,0,0.05,0.631579,112,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,36,6.89,924.81,1,3,100000,201510,22.97,198410,18,0,44508,51.3,23,1,0,742,1,0,0.3,0.782609,372,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1200,36,12.59,40.2,3,8,55000,201512,17.94,199412,12,8,5253,55.9,44,2,0,672,1,0,0.021818,0.272727,252,0.031746,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12500,36,12.99,421.12,2,4,95000,201310,9.66,198901,7,1,4900,60.5,32,0,1,662,0,0,0.131579,0.21875,297,0.003367,0.003367,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,36,16.02,105.51,3,2,100000,201708,15.95,199604,8,1,11161,75.4,31,2,1,662,1,1,0.03,0.258065,256,0.003906,0.003906,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13000,36,11.14,426.47,2,10,55000,201306,21.73,199808,9,0,14729,49.3,21,0,0,702,0,0,0.236364,0.428571,178,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3200,36,13.99,109.36,3,0,15000,201505,6.24,200703,2,0,4691,97.7,11,0,0,682,0,0,0.213333,0.181818,98,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6500,36,11.99,215.87,2,6,42000,201705,31,200406,11,0,6672,52.1,47,0,0,697,1,0,0.154762,0.234043,155,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2175,36,7.9,68.06,1,6,50500,201212,4.18,199205,5,0,8198,40,15,2,0,757,0,0,0.043069,0.333333,247,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20000,36,6.03,608.72,1,2,55000,201410,10.5,200107,23,0,15843,23.2,33,2,0,752,0,0,0.363636,0.69697,159,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,36,8.39,47.28,2,10,33000,201603,12.51,199605,5,0,13688,86.1,58,0,0,697,1,0,0.045455,0.086207,238,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23800,36,12.99,801.81,2,10,105000,201309,23.54,199612,14,0,39098,79,41,5,0,697,1,0,0.226667,0.341463,201,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,60,8.18,366.53,2,4,130000,201510,16.71,199811,21,1,14457,25.4,40,1,0,687,1,0,0.138462,0.525,203,0.004926,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,21.45,568.6,4,5,70000,201707,28.56,200509,13,1,3796,36,25,3,1,677,1,0,0.214286,0.52,142,0.007042,0.007042,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,10.49,324.98,2,8,53000,201411,18.68,200003,14,1,9840,56.9,29,3,1,667,1,0,0.188679,0.482759,176,0.005682,0.005682,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,36,7.89,265.93,1,4,86000,201605,31.73,199901,10,2,21797,67,21,2,0,702,1,0,0.098837,0.47619,208,0.009615,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000,60,18.99,778.06,5,9,78000,201511,33.06,199112,13,0,31251,79.3,25,1,0,662,1,0,0.384615,0.52,287,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,11.47,329.62,2,1,85000,201605,22.57,200001,16,0,26048,83.2,21,3,0,672,1,0,0.117647,0.761905,196,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,60,15.99,364.7,3,10,72000,201703,15.17,199911,13,0,21432,57.9,32,0,0,687,1,0,0.208333,0.40625,208,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15250,36,8.9,484.24,1,8,87000,201309,30.9,200205,11,0,30883,84.1,17,1,0,717,1,0,0.175287,0.647059,136,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,36,6.24,274.78,1,4,70000,201512,27.7,199207,15,0,32809,47.8,31,3,0,732,1,0,0.128571,0.483871,281,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18000,60,25.49,533.51,5,1,57000,201705,23.98,199603,13,0,11587,79.9,23,0,0,667,1,0,0.315789,0.565217,254,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31975,36,14.49,1100.46,3,5,145000,201410,14.95,200712,9,0,29973,73.8,11,1,0,682,1,0,0.220517,0.818182,82,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,11.99,265.68,3,10,50000,201602,14.59,200207,11,1,7519,36.5,20,1,1,677,1,0,0.16,0.55,163,0.006135,0.006135,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19700,36,13.67,670.15,3,10,40000,201603,33.45,200101,8,0,17189,44.8,21,0,0,757,1,0,0.4925,0.380952,182,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13000,36,12.74,436.4,3,5,40000,201702,22.74,199910,9,0,10769,80.4,21,3,0,672,1,0,0.325,0.428571,208,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,36,8.49,347.2,2,10,81000,201601,16.24,199105,12,1,12416,46.5,22,1,0,692,1,0,0.135802,0.545455,296,0.003378,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4200,36,7.49,130.63,1,10,41000,201601,6.79,199511,20,0,3900,13,44,2,0,722,0,0,0.102439,0.454545,242,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,7.26,464.95,1,10,85000,201505,19.38,199408,12,0,5292,66.1,33,2,0,687,1,0,0.176471,0.363636,249,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,14.33,412.06,3,2,100000,201211,12.93,199501,14,0,20861,35,37,3,0,687,1,0,0.12,0.378378,214,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23000,36,18.25,834.4,4,2,50000,201602,7.83,200708,7,0,3250,13.8,10,0,0,727,1,0,0.46,0.7,102,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,60,13.18,228.46,3,10,100200,201511,2.79,200108,8,1,8839,65.5,27,4,1,662,1,0,0.0998,0.296296,171,0.005848,0.005848,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,36,12.12,249.54,2,8,75000,201305,4.59,200806,6,0,9848,37.8,8,0,0,687,0,0,0.1,0.75,59,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10625,36,13.67,361.44,2,10,37000,201311,21.68,200107,9,0,5979,68.7,23,1,0,662,0,0,0.287162,0.391304,148,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4200,36,10.99,137.49,2,10,45000,201406,22.93,198609,9,0,7416,72.7,12,1,0,672,1,0,0.093333,0.75,333,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12600,60,8.39,257.85,1,0,41000,201410,20.14,198602,6,0,2710,27.7,16,1,0,722,1,0,0.307317,0.375,344,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,11.47,263.7,2,3,60000,201605,18.04,200403,17,0,6084,37.8,26,0,0,662,1,0,0.133333,0.653846,146,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,7.9,625.81,1,7,100000,201307,9.18,200005,5,0,14421,58.1,10,1,0,697,0,0,0.2,0.5,158,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4200,36,13.56,142.66,3,10,115000,201808,12.92,200409,13,0,11130,54.8,34,3,0,677,1,0,0.036522,0.382353,167,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11400,60,18.55,292.91,5,3,75000,201510,30.03,199311,18,0,47682,81.9,34,2,0,667,0,0,0.152,0.529412,263,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6500,36,10.15,210.2,2,7,46000,201407,32.92,199510,13,0,14818,42.5,30,0,0,717,0,0,0.141304,0.433333,225,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,5.32,602.3,1,3,150000,201507,3.41,200801,16,0,3641,3.8,17,1,0,792,0,0,0.133333,0.941176,90,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8400,36,20.31,313.51,4,2,30000,201308,23.96,199806,15,0,7602,14.3,42,0,0,677,0,0,0.28,0.357143,182,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,36,18.99,73.31,4,1,55000,201603,2.29,200901,10,0,988,8.7,12,0,0,682,1,0,0.036364,0.833333,86,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24000,36,6.62,736.89,1,10,114000,201307,19.12,200111,13,0,90189,40,30,1,0,692,1,0,0.210526,0.433333,140,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,5.32,602.3,1,4,105000,201605,20.74,198505,20,0,20764,26.3,52,4,0,797,1,0,0.190476,0.384615,372,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26400,36,14.47,908.33,3,3,75000,201312,18.48,199705,8,0,19758,74.3,15,0,0,697,0,0,0.352,0.533333,199,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,8.49,315.63,2,1,45000,201601,17.73,200309,11,1,8956,58.5,30,0,1,667,1,0,0.222222,0.366667,148,0.006757,0.006757,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31300,36,15.1,1086.56,3,10,70000,201312,20.78,199906,6,0,30285,71.9,17,3,0,692,0,0,0.447143,0.352941,174,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,7.89,1095,1,10,300000,201512,9.8,200210,22,4,58435,64.5,39,9,0,712,0,0,0.116667,0.564103,158,0.025316,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9750,36,17.1,348.1,3,10,56000,201310,32.77,199912,20,1,13190,39.7,37,5,1,692,0,0,0.174107,0.540541,166,0.006024,0.006024,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,36,13.99,34.18,3,3,32000,201703,15.12,200908,9,0,1105,73.7,21,0,0,672,1,0,0.03125,0.428571,91,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7225,36,11.53,238.36,2,1,30000,201508,19.28,200206,6,0,5221,46.6,9,0,0,662,1,0,0.240833,0.666667,158,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,36,10.49,519.97,2,7,110000,201703,14.97,200707,13,0,21868,49,15,0,0,682,1,0,0.145455,0.866667,116,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,60,13.33,458.45,3,10,72000,201509,22.78,200110,14,0,24625,67.5,24,2,0,667,1,0,0.277778,0.583333,167,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,36,15.31,34.82,3,10,54000,201605,13.36,200211,8,0,4128,51,15,0,0,662,1,0,0.018519,0.533333,162,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9000,36,13.49,305.38,3,10,100000,201702,8.4,200312,11,0,7796,14,22,5,0,747,0,0,0.09,0.5,158,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000,60,22.45,975.64,5,5,126000,201603,36.53,200305,17,0,44949,90.6,41,2,0,672,1,1,0.277778,0.414634,154,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17000,60,7.91,343.97,1,6,76000,201602,22.26,200209,12,0,14574,54.6,47,2,0,727,1,0,0.223684,0.255319,161,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8400,36,8.18,263.93,2,1,65000,201504,19.48,200704,10,1,6397,62.1,14,1,1,662,0,0,0.129231,0.714286,96,0.010417,0.010417,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29500,60,10.99,641.26,2,10,69000,201511,18.37,199505,10,0,29458,73.8,17,3,0,732,1,0,0.427536,0.588235,246,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,36,11.67,79.34,2,8,135000,201410,7.91,199603,18,2,29321,46.4,20,0,0,677,0,0,0.017778,0.9,223,0.008969,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2500,36,21.85,95.29,4,2,50000,201804,8.88,201305,9,0,1615,25.2,10,0,0,697,0,1,0.05,0.9,59,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,36,6.92,308.41,1,0,60000,201503,19.04,200107,20,0,0,0,42,0,0,747,0,0,0.166667,0.47619,164,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,36,13.68,326.62,3,10,70000,201307,24.08,200109,9,0,12962,60,37,1,0,672,0,0,0.137143,0.243243,142,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,60,18.25,1021.19,4,0,150000,201603,20.51,199807,14,0,35538,57.4,36,5,0,697,1,0,0.266667,0.388889,212,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,10.49,649.96,2,7,83000,201501,19.33,199905,12,0,22173,76.2,35,0,0,672,0,0,0.240964,0.342857,188,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21000,60,17.57,528.37,4,10,85000,201403,20.68,198204,17,0,30075,59.1,30,5,0,682,0,0,0.247059,0.566667,383,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,36,14.49,68.84,3,3,90000,201606,22.01,199903,11,0,5393,58,41,1,0,672,1,0,0.022222,0.268293,207,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9600,36,11.99,318.82,2,1,897000,201401,1.71,200209,27,0,12195,68.5,44,1,0,662,0,0,0.010702,0.613636,136,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,36,14.09,66.74,2,6,58000,201306,34.08,199506,26,0,15868,16,48,5,0,742,0,0,0.033621,0.541667,216,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14000,36,7.89,438,1,10,52000,201511,20.08,199612,11,0,14718,29.3,33,1,0,737,1,0,0.269231,0.333333,227,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,36,10.99,229.14,2,10,160000,201402,15.88,198606,12,0,32991,77.4,22,5,0,712,0,0,0.04375,0.545455,332,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18700,60,19.52,490.46,5,10,125000,201410,15.98,198209,16,0,21920,88.7,35,9,0,687,0,0,0.1496,0.457143,385,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,36,17.97,72.28,4,1,33280,201811,40.5,200101,3,0,19879,79.5,16,1,0,712,1,1,0.060096,0.1875,214,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4000,36,12.39,133.61,3,9,50000,201412,13.42,199704,6,0,4293,55.8,21,4,0,702,0,0,0.08,0.285714,212,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30000,36,8.08,941.2,1,0,125000,201805,22.82,198301,13,0,6976,40.1,30,3,0,737,1,0,0.24,0.433333,424,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,7.24,371.85,1,0,52720,201702,31.28,200410,11,0,14087,57.3,15,0,0,747,1,1,0.227618,0.733333,148,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,36,18.85,292.65,4,10,150000,201307,9.41,200110,12,0,27951,92.2,22,3,0,682,0,0,0.053333,0.545455,141,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,36,12.49,668.98,2,8,160000,201403,8.4,199908,5,0,26636,67.4,12,5,0,697,0,0,0.125,0.416667,175,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,36,12.99,505.34,3,10,65000,201604,18.05,199610,12,0,9476,73.5,26,4,0,662,1,0,0.230769,0.461538,234,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,36,8.24,78.62,2,5,45000,201701,13.95,201202,8,0,7930,65.5,10,0,0,667,1,0,0.055556,0.8,59,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,15.8,420.71,3,1,65000,201302,6.37,198908,8,0,9756,82,16,0,0,672,0,0,0.184615,0.5,282,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17800,36,17.86,642.27,4,6,48000,201506,39.98,198405,11,0,28732,92.1,17,1,0,662,0,0,0.370833,0.647059,373,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,7.89,375.43,1,2,70000,201603,5.55,200205,8,1,8435,57.4,24,3,1,702,1,0,0.171429,0.333333,166,0.006024,0.006024,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,60,15.31,479.06,3,10,50000,201302,7.99,200105,6,0,15656,68.1,23,7,0,707,0,0,0.4,0.26087,141,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,15.61,349.65,3,6,72000,201402,16.98,198908,13,1,2605,23.9,44,3,1,667,1,0,0.138889,0.295455,294,0.003401,0.003401,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,36,13.33,1184.86,3,10,135000,201505,13.34,198103,16,0,47383,52.3,25,6,0,737,0,0,0.259259,0.64,410,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,36,11.99,159.41,2,1,58000,201312,15.19,200406,8,0,2255,8,15,0,0,727,0,0,0.082759,0.533333,114,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20500,36,15.61,716.78,4,5,41000,201508,25.23,199706,8,0,30323,60.4,31,0,0,687,0,0,0.5,0.258065,218,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,12.12,665.44,2,6,65000,201304,21.14,199810,12,1,14794,71.1,26,6,1,692,1,0,0.307692,0.461538,174,0.005747,0.005747,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,60,12.69,338.93,3,2,118000,201504,9.32,198812,8,0,10100,98.1,25,4,0,697,1,0,0.127119,0.32,316,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5500,36,10.99,180.04,2,5,49500,201503,8.07,199903,5,1,5271,75.3,20,2,1,662,1,0,0.111111,0.25,192,0.005208,0.005208,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5000,36,10.99,163.67,2,10,32000,201404,22.88,200102,13,0,13113,30.2,33,2,0,702,0,0,0.15625,0.393939,158,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,36,11.99,199.26,3,8,39000,201603,34.86,199602,13,0,13667,41.8,16,0,0,697,1,0,0.153846,0.8125,241,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2400,36,13.11,81,2,10,42000,201211,21.37,199711,10,0,23995,75.7,17,1,0,672,0,0,0.057143,0.588235,180,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,36,15.59,87.39,3,4,60000,201606,5.4,200205,7,0,7439,45.1,11,2,0,687,1,0,0.041667,0.636364,169,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3000,36,12.29,100.06,3,10,60000,201506,20.38,199706,17,0,8786,61,25,0,0,672,0,0,0.05,0.68,216,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,36,9.17,191.28,2,4,43000,201409,1.93,200801,6,0,2325,17.5,7,1,0,752,1,0,0.139535,0.857143,80,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,36,9.93,232.09,2,6,70000,201708,16.97,200508,7,0,11330,51.7,22,2,0,692,1,0,0.102857,0.318182,144,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,36,10.08,271.36,2,10,40000,201808,13.95,200405,4,0,3491,39.7,15,1,0,692,1,0,0.21,0.266667,171,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,36,12.99,235.83,3,10,33000,201409,31.62,199808,15,0,12703,37,19,0,0,717,0,0,0.212121,0.789474,193,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28425,36,21.99,1085.42,6,8,79000,201506,18.15,200608,9,0,30844,93.2,20,1,0,662,0,0,0.35981,0.45,106,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,36,6.24,439.65,1,2,110000,201510,27.22,199403,12,0,52343,81.7,19,0,0,722,0,0,0.130909,0.631579,259,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,60,25.49,503.87,5,10,88500,201703,10.26,200102,6,0,8453,87.1,17,4,0,662,1,0,0.19209,0.352941,193,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000,36,12.69,1006.35,3,1,60000,201504,32.1,200302,21,0,27963,77.5,43,0,0,707,0,0,0.5,0.488372,146,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,36,11.99,332.1,2,6,100000,201310,9.42,200003,6,0,5556,67.8,11,0,0,687,0,0,0.1,0.545455,163,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,13.11,404.97,2,8,62335,201305,23.45,199805,6,0,19212,50.6,23,0,0,697,1,0,0.192508,0.26087,180,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15175,36,18.99,556.18,4,10,64600,201603,11.93,200409,6,1,1254,13.9,8,2,1,712,1,0,0.234907,0.75,138,0.007246,0.007246,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000,36,5.32,451.73,1,10,240000,201603,20.65,197701,40,0,53575,28.1,69,2,0,742,1,0,0.0625,0.57971,470,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,36,12.12,133.09,2,10,56000,201212,30.47,198904,12,0,30022,74,34,1,0,677,0,0,0.071429,0.352941,284,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8500,36,12.29,283.51,3,3,87000,201507,13.92,200410,8,1,2960,16.3,27,0,1,682,1,0,0.097701,0.296296,129,0.007752,0.007752,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,8.9,381.04,1,0,65000,201402,20.75,200109,15,0,9129,51.9,25,2,0,707,0,0,0.184615,0.6,149,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,36,9.99,387.15,2,1,60000,201507,22.9,200411,31,0,7043,13.6,70,0,0,727,1,0,0.2,0.442857,128,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,36,6.92,616.82,1,7,95000,201503,24.2,200401,15,0,28401,46,33,1,0,747,1,0,0.210526,0.454545,134,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,36,9.17,159.4,2,0,42000,201511,38.66,200609,19,0,3785,16.2,29,2,0,742,1,0,0.119048,0.655172,110,0,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
