length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,label
33,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,14,14,2,6.333333333,8.5,2.0,0,0,0,0,0,0,0,109,-1,0,0,1,1,1
49,40,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.06122449,0.075,0,0,0,0,0,3,0,0,1,0,0,0,6,3,1,1,0,9,9,0,5.166666667,5.166666667,0.0,1,0,0,0,0,0,0,217,5627,0,0,1,5,1
35,21,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,6,17,6,17,17,6,11.5,17.0,6.0,0,0,0,0,0,0,0,3085,7507,1798,0,0,5,0
38,29,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,4,0,3,1,5,5,0,13,13,0,7.666666667,7.666666667,0.0,0,1,0,0,0,0,0,450,8315,645,0,1,5,0
35,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.028571429,0.055555556,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,3,11,11,5,5.5,7.0,4.0,1,0,0,0,0,0,1,0,-1,6084457,0,0,1,0
44,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.204545455,0.32,0,0,0,0,0,3,0,0,0,0,1,0,4,0,4,10,4,11,11,6,7.75,10.5,5.0,0,0,0,0,0,0,0,123,1337,20989,0,0,6,1
40,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,3,3,4,10,10,9,6.5,6.5,6.5,0,0,0,0,0,0,0,990,4488,2880,0,0,5,0
39,27,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,3,19,19,3,8.333333332999999,11.0,3.0,0,0,0,0,0,0,0,121,244,0,0,0,1,1
133,95,0,10,2,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.037593985,0.052631579000000005,0,0,0,0,0,3,0,0,0,0,0,0,14,4,2,2,2,27,27,8,7.714285714,9.222222222000001,5.0,1,0,0,0,0,0,0,681,4045,0,0,1,0,1
96,19,0,3,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0625,0.0,0,0,0,0,0,3,0,0,0,0,0,0,15,7,1,3,1,11,11,8,4.666666667,7.0,4.307692308,0,0,0,0,0,0,0,603,5240,19067,0,0,5,0
77,23,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.298701299,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,2,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,0,0,0,76,5767,0,0,1,2,1
43,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.046511628,0.095238095,0,0,0,0,0,2,0,0,0,0,1,0,4,1,3,6,3,10,10,10,7.25,8.0,6.5,2,0,0,0,0,0,0,302,7733,3779,0,1,4,1
77,14,0,2,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.07792207799999999,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,2,3,2,9,7,9,5.0,5.0,5.0,0,0,0,0,0,0,0,280,7217,205950,0,0,5,0
82,14,0,1,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.036585366,0.0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,1,10,1,11,10,11,5.454545455,10.0,5.0,0,0,0,0,0,0,0,165,8235,6902,0,0,5,0
114,26,1,3,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.254385965,0.0,0,0,0,0,0,3,1,0,0,0,2,0,12,4,2,3,2,32,10,32,7.75,7.0,8.0,2,0,0,0,0,0,0,257,2299,0,0,1,2,1
84,13,1,3,4,0,0,0,0,0,2,0,3,5,0,1,0,0,0,1,1,0,0,0,1,0.333333333,0.0,0,0,0,0,0,3,0,1,0,0,0,0,15,6,1,3,1,9,5,9,3.933333333,4.0,3.923076923,0,0,0,0,0,0,0,201,3452,3893420,0,1,2,0
46,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.043478261,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,14,5,14,14,10,9.666666667000001,14.0,7.5,0,0,0,0,0,0,0,0,-1,0,0,1,0,1
18,11,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1196,-1,0,0,0,4,0
38,31,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,18,18,0,13.0,13.0,0.0,0,1,0,0,0,0,0,372,7297,0,0,0,5,0
92,15,0,3,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.043478261,0.0,0,0,0,0,0,3,0,0,1,0,0,0,13,3,3,3,3,10,7,10,5.230769231,5.0,5.272727273,0,0,0,0,0,0,0,2890,7337,52443,0,0,5,0
360,22,1,4,13,0,1,3,0,6,13,1,4,10,0,4,0,4,0,4,0,0,0,0,1,0.125,0.409090909,0,0,0,0,0,3,0,0,0,0,1,0,53,6,2,4,2,18,8,18,5.58490566,5.666666667,5.58,1,0,0,0,0,0,0,95,6114,6765657,0,1,2,1
47,29,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.063829787,0.103448276,0,0,0,0,0,3,0,0,0,0,0,0,4,4,4,11,4,13,13,5,8.25,12.0,4.5,1,0,0,0,0,0,0,644,1546,4669,0,1,2,1
29,13,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,2,2,2,7,7,4,3.75,4.5,3.0,0,0,0,0,0,0,0,158,7949,0,0,1,2,0
81,15,0,2,4,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.160493827,0.0,0,0,0,0,0,2,1,0,0,0,0,0,16,0,1,2,1,8,4,8,3.5,3.333333333,3.538461538,0,0,0,0,0,1,0,372,-1,1272421,0,0,3,0
22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,0,168,-1,85514,0,0,5,0
41,34,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.12195122,0.147058824,0,0,0,0,0,2,0,0,0,0,0,0,4,4,5,5,0,10,10,0,6.75,6.75,0.0,0,0,0,0,0,0,0,340,2581,3704884,0,1,4,1
39,31,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,2,2,0,9,9,0,6.0,6.0,0.0,1,0,0,0,0,0,0,334,30,0,0,1,0,1
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,0,202,1258,0,0,0,3,0
83,16,0,3,2,0,0,0,0,0,0,1,3,5,0,1,0,0,0,3,1,0,0,0,1,0.084337349,0.0,0,0,0,0,0,3,1,0,0,0,0,0,11,5,3,3,3,8,8,8,5.6363636360000005,5.5,5.666666667,0,0,0,0,0,0,0,0,11272,53341,0,1,5,0
29,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,0,16,1445,3516394,0,0,2,0
35,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,0,0,533,3119,77072,0,0,4,0
42,25,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.19047619,0.32,0,0,0,0,1,2,0,0,0,0,1,0,3,1,8,10,8,11,11,8,9.666666667000001,10.5,8.0,0,0,0,0,0,0,0,123,1337,20989,0,1,6,1
34,27,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,14,14,0,11.0,11.0,0.0,0,1,0,0,0,0,0,371,7298,3086914,0,0,5,0
20,13,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,0,6,6,0,3.5,3.5,0.0,0,0,0,0,0,0,0,111,984,1232956,0,0,2,1
75,34,1,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.306666667,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,4,4,32,32,11,32,11.8,6.75,32.0,0,0,0,0,0,0,0,136,1690,5546683,0,1,2,1
42,34,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.095238095,0.117647059,0,0,0,0,0,2,1,1,0,0,1,0,3,3,6,6,0,16,16,0,9.333333332999999,9.333333332999999,0.0,0,0,0,0,0,0,0,108,6831,1605716,1,1,0,1
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,0,191,6018,566864,0,0,3,0
33,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.212121212,0.214285714,0,0,0,0,1,2,0,0,0,0,0,0,3,1,3,3,10,10,5,10,6.0,4.0,10.0,0,0,0,0,1,0,0,2430,1953,4365,0,1,3,1
82,18,1,2,4,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0.26829268300000003,0.0,0,1,0,0,0,2,0,0,0,0,0,0,10,0,1,6,1,12,7,12,5.7,6.5,5.5,0,0,0,0,0,0,0,344,1117,887451,0,1,2,1
60,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,3,3,3,6,10,10,10,7.333333333,6.5,7.75,0,0,0,0,0,0,0,2226,5809,228,0,0,7,0
55,37,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.109090909,0.162162162,0,0,0,0,0,3,0,0,1,0,0,0,8,2,1,1,4,7,7,5,4.625,4.666666667,4.5,0,0,0,0,0,0,0,218,5626,2278575,0,1,5,1
55,14,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,2,0,7,5,3,3,3,10,7,10,5.571428571,5.0,5.8,0,0,0,0,0,0,0,338,6566,63052,0,1,5,0
25,17,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,0,359,371,0,0,0,0,1
52,14,0,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,10,4,10,10,8,7.0,10.0,6.25,0,0,0,0,0,0,0,264,5215,0,0,0,4,0
29,22,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.034482759,0.045454545,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
46,38,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.130434783,0.15789473699999998,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,0,8,8,0,4.833333333,4.833333333,0.0,0,0,0,0,0,0,0,230,5614,0,0,1,5,1
51,16,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,4,9,9,8,5.666666667,5.5,5.75,0,1,0,0,0,0,0,902,7133,12,0,0,7,0
44,17,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,5,3,3,3,4,7,6,7,5.0,4.5,5.333333333,0,0,0,0,0,0,1,0,-1,6693123,0,1,0,1
23,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,7,7,0,4.5,4.5,0.0,0,0,0,0,0,0,0,15,-1,5338415,0,0,2,1
28,8,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,3,4,7,3,7,4.666666667,3.0,5.5,0,0,0,0,1,0,0,520,-1,9707033,0,1,0,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,0,0,0,86,2835,0,0,1,2,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,0,-1,154374,0,0,4,0
236,15,1,2,1,0,1,2,0,3,1,0,0,9,0,1,0,2,0,0,0,0,0,0,1,0.372881356,0.0,0,0,0,0,0,2,1,0,0,0,0,0,17,23,2,11,2,64,11,64,12.29411765,11.0,12.375,5,0,0,0,0,0,0,239,3047,0,0,1,1,1
56,16,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.107142857,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,2,3,2,8,8,7,4.625,5.5,4.333333333,0,0,0,0,0,0,0,490,7909,939,0,0,6,0
17,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,0,147,3141,0,0,0,2,0
41,32,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.024390244,0.03125,0,0,0,0,0,2,1,0,0,0,0,0,3,1,7,7,0,11,11,0,8.666666667000001,8.666666667000001,0.0,0,0,0,0,0,0,0,85,2836,0,0,0,2,1
35,26,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.028571429,0.038461538,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,10,10,0,4.75,4.75,0.0,0,0,0,0,0,0,0,364,0,0,0,1,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,11,0,11,11,0,11.0,11.0,0.0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0
61,18,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.081967213,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,3,3,5,10,10,10,7.333333333,6.5,7.75,0,0,0,0,0,0,0,2082,6318,8280,0,0,6,0
37,16,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,12,4,12,12,7,7.666666667,12.0,5.5,0,0,0,0,0,0,0,558,4921,9927134,0,1,1,1
121,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.223140496,0.0,0,0,0,1,0,3,0,0,0,0,1,0,12,8,2,3,2,17,13,17,7.916666667,7.6,8.142857142999999,0,0,0,0,0,0,0,25,3993,5707171,0,1,0,1
34,26,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,2,2,0,8,8,0,4.75,4.75,0.0,0,0,1,0,0,0,0,44,687,0,0,1,0,1
37,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,5,14,14,5,7.333333333,8.5,5.0,0,0,0,0,0,0,0,1036,1154,2126106,0,0,3,1
17,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,1,0,-1,0,0,0,4,0
33,13,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,2,2,4,6,6,6,4.5,4.0,5.0,0,0,0,0,0,0,0,77,289,0,0,1,0,1
57,14,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,1,0,0,1,0,6,4,3,3,3,14,6,14,6.833333333,4.5,8.0,0,0,0,0,0,0,0,0,-1,141081,0,0,5,0
32,11,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,4,4,4,7,4,7,5.0,4.0,5.5,0,0,0,0,0,0,0,301,-1,2169284,0,1,3,1
238,14,0,15,2,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,1,5,0,1,1,0.012605042,0.0,0,0,0,0,0,3,1,0,1,0,0,0,37,8,1,1,1,12,5,12,5.135135135,3.0,5.323529412,2,0,0,0,0,0,0,303,62,0,0,1,0,1
50,21,0,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,2,0,7,4,2,3,2,10,10,5,4.1428571430000005,6.5,3.2,1,0,0,0,0,0,0,2110,-1,0,0,1,1,1
128,21,0,5,1,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,16,6,2,3,2,21,14,21,6.4375,8.5,6.142857143,4,0,0,0,0,0,0,139,4609,0,0,1,3,1
71,27,0,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,6,3,3,3,5,16,16,9,8.333333332999999,9.5,7.75,0,0,0,0,0,0,1,0,-1,361309,0,0,4,0
38,30,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0.026315789,0.033333333,0,0,0,1,0,3,0,1,0,0,1,0,4,1,3,3,0,9,9,0,5.75,5.75,0.0,0,0,0,0,0,2,0,277,88,9498326,0,1,0,1
23,16,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,1,0,5251,2417293,0,0,4,0
36,27,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3,0,10,10,0,7.0,7.0,0.0,0,0,0,0,0,0,0,170,560,0,0,0,2,1
55,18,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.145454545,0.0,0,0,0,0,0,2,0,0,0,0,1,0,9,3,2,3,2,10,10,6,4.0,6.5,3.285714286,0,0,0,0,0,0,0,680,6259,6679,0,0,6,0
45,22,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,14,18,14,18,18,14,16.0,18.0,14.0,0,0,0,0,0,0,0,183,183,0,0,1,0,0
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,0,219,8914,74155,0,0,5,0
27,11,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.074074074,0.0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,3,3,3,3,3,3,3.0,3.0,3.0,0,0,0,0,0,0,0,224,2333,0,0,1,0,1
49,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,5,6,6,6,5.333333333,4.5,5.75,0,0,0,0,0,0,0,1613,8248,51164,0,1,5,0
36,28,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,0,8,8,0,5.25,5.25,0.0,0,0,0,0,0,0,0,247,2675,611434,0,0,3,0
126,18,0,3,1,0,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,1,0,0,1,0.047619048,0.0,0,0,0,0,0,3,1,0,0,0,0,0,17,1,2,4,2,12,7,12,5.647058824,5.5,5.666666667,5,0,0,0,0,0,1,0,1344,0,0,1,0,1
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,351,1109,5582632,0,0,2,0
87,17,0,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.022988506,0.117647059,0,0,0,0,0,2,1,0,0,0,0,0,9,5,2,3,2,18,9,18,7.444444444,6.0,7.857142857,3,0,0,0,0,0,0,316,415,0,0,1,0,1
145,9,0,2,2,0,1,6,0,7,1,0,0,5,0,1,0,6,0,0,0,0,0,0,0,0.096551724,0.0,0,0,0,0,0,2,1,0,0,0,0,0,21,3,1,6,1,13,6,13,5.380952381,6.0,5.35,2,0,0,0,0,0,0,58,-1,10687767,0,1,0,1
38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,11,11,0,14,14,0,12.5,12.5,0.0,1,0,0,0,0,2,0,242,1950,341948,0,1,1,1
42,18,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,4,10,10,6,5.4,6.5,4.666666667,0,0,0,0,0,0,0,494,7406,2195,0,0,6,0
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,3,3,0,2.5,2.5,0.0,0,0,0,0,1,0,0,19,711,2046137,0,0,2,1
47,11,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,1,0,5,4,3,3,7,9,3,9,6.2,3.0,8.333333332999999,0,1,0,0,0,0,0,208,9290,5086,0,1,7,0
89,23,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.056179775,0.0,0,0,0,0,0,2,1,0,0,0,1,0,11,7,2,3,2,15,15,8,6.0,9.0,5.333333333,0,0,0,0,0,0,0,374,6200,1364953,0,1,4,0
64,36,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,7,5,3,3,4,10,9,10,6.714285714,7.25,6.0,0,0,0,0,0,0,0,508,4606,0,0,1,4,0
89,21,0,3,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.011235955,0.0,0,0,0,0,0,3,1,0,0,0,0,0,11,3,2,3,2,13,13,13,6.181818182000001,8.0,5.777777778,4,0,0,0,0,0,0,190,175,0,0,1,0,1
60,21,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,6,4,2,3,2,10,10,9,6.5,6.5,6.5,2,0,0,0,0,0,1,0,-1,0,0,1,1,1
42,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.119047619,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,1,2,2,3,8,8,6,4.5,5.0,4.25,0,0,0,0,0,0,0,146,7160,2358,0,0,3,0
52,15,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.115384615,0.0,0,0,0,0,0,2,1,0,1,0,0,0,6,5,2,3,2,10,7,10,5.833333333,5.0,6.25,0,1,0,0,0,0,0,60,9283,124,0,0,7,0
