dur,proto_tcp,proto_udp,proto_other,service_none,service_http,service_dns,service_other,state_FIN,state_INT,state_other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.306122,0.306122,0.333333,0.516129,0.306122,0.52459,1
0.998374,0,1,0,0,0,1,0,0,0,1,0.000979,0,0.000001,0,0,0.002,0,0,0,0,0,0.165874,0,0,0.112903,0.142857,0.142857,0.155556,0.112903,0.183673,0.114754,1
0.003641,0,1,0,1,0,0,0,0,0,1,0.00003,0.000025,0.00005,0,0,0.000032,0.000272,0,0,0,0,0.011557,0.030864,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.166667,0,0,0,0,0,0,0,0,0.019714,0,0,0.048387,0.061224,0.061224,0.066667,0.048387,0.061224,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.00001,0,0.2,0,0,0,0,0,0,0,0,0.03399,0,0,0,0,0,0,0,0.040816,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0,0,0,0,0,0,0,1
0.038014,1,0,0,0,0,0,1,1,0,0,0.000144,0.018739,0.000066,0.001753,0.021698,0.002375,0.00882,1,0.505713,0.617314,1,0.012237,0.771605,0,0,0,0,0,0,0,0,1
0.029885,1,0,0,0,0,0,1,1,0,0,0.000084,0.000809,0.000023,0.001753,0.003426,0.003193,0.021157,1,0.73368,0.917506,1,0.012916,0.179012,0,0,0.020408,0,0,0.032258,0.020408,0,1
0.053583,1,0,0,1,0,0,0,1,0,0,0.000093,0.001624,0.000013,0.001503,0.003807,0.008917,0.058554,1,0.957242,0.062489,1,0.019714,0.329218,0,0.064516,0,0,0,0.032258,0.020408,0.032787,1
0.011642,1,0,0,1,0,0,0,1,0,0,0.006486,0.000086,0.000105,0.006762,0.000381,0.000816,0.000332,1,0.37629,0.684084,1,0.753909,0.030178,0.5,0.016129,0.020408,0.020408,0,0.032258,0.020408,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.032258,0.020408,0.020408,0.022222,0.032258,0.020408,0.032787,1
0.009784,1,0,0,1,0,0,0,1,0,0,0.000093,0.000038,0.000026,0.000501,0.000381,0.002221,0.000791,1,0.825877,0.941986,1,0.050306,0.030864,0,0,0,0,0,0,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.142857,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.112903,0.040816,0.040816,0.044444,0.112903,0.061224,0.114754,1
0.108557,1,0,0,0,1,0,0,1,0,0,0.078577,0.000584,0.000112,0.078638,0.000381,0.000833,0.000389,1,0.311216,0.645261,1,0.866077,0.029492,0.5,0.016129,0,0.020408,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.145161,0.183673,0.183673,0.2,0.145161,0.183673,0.147541,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0,0,0,0.016129,0.428571,0.016393,1
0,0,1,0,1,0,0,0,0,1,0,0.000205,0,0.1,0,0,0,0,0,0,0,0,0.728076,0,0,0.048387,0,0,0,0.016129,0,0.016393,1
0.448067,1,0,0,0,0,0,1,1,0,0,0.23558,0.002004,0.000081,0.233909,0.003045,0.001153,0.000499,1,0.725786,0.342085,1,0.878314,0.03155,0,0,0,0,0,0,0.061224,0,1
0.008349,1,0,0,1,0,0,0,1,0,0,0.000068,0.000038,0.00003,0.000501,0.000381,0.00188,0.000653,1,0.561028,0.223096,1,0.032631,0.030864,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.548387,0.653061,0.653061,0.355556,0.548387,0.653061,0.557377,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.064516,0.020408,0.04918,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.125,0,0,0,0,0,0,0,0,0.038069,0,0,0,0,0,0,0,0,0,1
0.010224,1,0,0,1,0,0,0,1,0,0,0.000068,0.00005,0.000028,0.000501,0.000381,0.002945,0.000661,1,0.079635,0.474507,1,0.032631,0.030178,0,0.096774,0.020408,0.020408,0,0.064516,0.020408,0.065574,1
0.011649,1,0,0,1,0,0,0,1,0,0,0.000046,0.000038,0.000021,0.000501,0.000381,0.003386,0.001138,1,0.280072,0.922331,1,0.016995,0.030864,0,0.064516,0.040816,0.040816,0.044444,0.048387,0.204082,0.04918,1
0.01222,1,0,0,1,0,0,0,1,0,0,0.000099,0.0001,0.000026,0.000751,0.000761,0.002333,0.00052,1,0.772725,0.766063,1,0.042828,0.061043,0,0.016129,0,0,0,0.016129,0,0.016393,1
0.016613,1,0,0,0,1,0,0,1,0,0,0.000078,0.001505,0.000023,0.000501,0.001903,0.004035,0.028078,1,0.55424,0.679845,1,0.040109,0.522634,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.580645,0.285714,0.285714,0.133333,0.580645,0.285714,0.590164,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.1,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.061224,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.632653,0.632653,0.311111,0.516129,0.632653,0.52459,1
0.017564,1,0,0,1,0,0,0,1,0,0,0.00009,0.000108,0.000018,0.000751,0.000761,0.003143,0.000954,1,0.140875,0.178579,1,0.03739,0.065844,0,0.096774,0,0.020408,0,0.032258,0.020408,0.032787,1
0.02414,1,0,0,1,0,0,0,1,0,0,0.000284,0.000101,0.000013,0.000751,0.000761,0.004639,0.001418,1,0.437981,0.884644,1,0.152957,0.061728,0,0.032258,0.020408,0.020408,0.022222,0.032258,0.020408,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.725806,0.897959,0.897959,0.444444,0.725806,0.918367,0.737705,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.258065,0.306122,0.306122,0.333333,0.258065,0.306122,0.262295,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.125,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.040816,0.040816,0.044444,0.096774,0.040816,0.098361,1
0.244399,0,0,1,1,0,0,0,0,1,0,0.001754,0,0.000003,0,0,0.000289,0,0,0,0,0,0.280082,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.00001,0,0.166667,0,0,0,0,0,0,0,0,0.03399,0,0,0,0,0,0,0,0.040816,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.2,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,1
0.015364,1,0,0,1,0,0,0,1,0,0,0.00185,0.00005,0.000031,0.002004,0.000381,0.002536,0.001002,1,0.288622,0.072534,1,0.583277,0.030178,0,0.032258,0,0,0,0.016129,0,0.016393,1
0.013137,1,0,0,0,1,0,0,1,0,0,0.000049,0.000038,0.000019,0.000501,0.000381,0.002843,0.000975,1,0.307524,0.485685,1,0.019714,0.030864,0.5,0.032258,0,0,0,0.032258,0.020408,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.040816,0.016393,1
0.517962,1,0,0,1,0,0,0,1,0,0,0.000103,0.000076,0.000001,0.001002,0.000381,0.150649,0.043679,1,0.811143,0.000576,1,0.019714,0.030864,0,0.225806,0.020408,0,0,0.209677,0.020408,0.213115,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.725806,0.612245,0.612245,0.355556,0.725806,0.612245,0.737705,1
0.006854,1,0,0,0,1,0,0,1,0,0,0.000074,0.002133,0.000061,0.000501,0.002284,0.001563,0.011439,1,0.795769,0.302368,1,0.03671,0.648148,0.5,0.032258,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000281,0,0.142857,0,0,0,0,0,0,0,0,1,0,0,0.016129,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.032258,0,0,0,0.032258,0.020408,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,1
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.071429,0,0,0,0,0,0,0,0,0.016315,0,0,0.177419,0,0,0,0.177419,0,0.180328,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.435484,0.326531,0.326531,0.355556,0.435484,0.326531,0.442623,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.020408,0.020408,0.022222,0.096774,0.244898,0.098361,1
0.012452,1,0,0,1,0,0,0,1,0,0,0.000097,0.000101,0.000025,0.000751,0.000761,0.00237,0.000576,1,0.25611,0.057338,1,0.041468,0.061728,0,0.048387,0,0,0,0.032258,0,0.032787,1
0.005874,1,0,0,0,1,0,0,1,0,0,0.000069,0.000163,0.000048,0.000501,0.000761,0.001312,0.000329,1,0.112926,0.463286,1,0.033311,0.099451,0.5,0.016129,0,0,0,0.016129,0,0.016393,1
0.997993,0,0,1,1,0,0,0,0,1,0,0.003309,0,0.000002,0,0,0.000385,0,0,0,0,0,0.165874,0,0,0,0,0,0,0.435484,0,0,1
0.018276,1,0,0,1,0,0,0,1,0,0,0.000124,0.000101,0.000019,0.000751,0.000761,0.003223,0.000976,1,0.541486,0.87181,1,0.046907,0.061728,0,0.032258,0,0,0,0.032258,0.020408,0.032787,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.346939,0.346939,0.377778,0.354839,0.346939,0.360656,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.419355,0.081633,0.081633,0.022222,0.419355,0.081633,0.42623,1
0,0,1,0,0,0,0,1,0,1,0,0.000105,0,0.083333,0,0,0,0,0,0,0,0,0.372536,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.419355,0.346939,0.326531,0.355556,0.419355,0.326531,0.42623,1
0.006813,1,0,0,1,0,0,0,1,0,0,0.000116,0.000101,0.000046,0.000751,0.000761,0.001237,0.000322,1,0.693526,0.728836,1,0.052345,0.061728,0,0.112903,0.020408,0.020408,0,0.112903,0.020408,0.114754,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.33871,0.326531,0.326531,0.355556,0.33871,0.367347,0.344262,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.612903,0.530612,0.530612,0.266667,0.612903,0.530612,0.622951,1
0,0,1,0,1,0,0,0,0,1,0,0.000003,0,0.125,0,0,0,0,0,0,0,0,0.007478,0,0,0.16129,0.020408,0.040816,0.022222,0.032258,0.102041,0.032787,1
0.030422,1,0,0,0,0,0,1,1,0,0,0.008964,0.000304,0.000064,0.010268,0.003045,0.001403,0.000498,1,0.21838,0.84826,1,0.709041,0.049383,0,0,0.040816,0,0,0,0.020408,0,1
0.996844,0,0,1,1,0,0,0,0,1,0,0.003361,0,0.000002,0,0,0.000379,0,0,0,0,0,0.165874,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,1
0.29635,0,0,1,1,0,0,0,0,1,0,0.000565,0,0.000001,0,0,0.000749,0,0,0,0,0,0.165874,0,0,0,0.020408,0,0,0.032258,0.020408,0,1
0.072854,0,0,1,1,0,0,0,0,1,0,0.000251,0,0.000009,0,0,0.00011,0,0,0,0,0,0.024473,0,0,0,0,0,0,0,0.734694,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.166667,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.061224,0.061224,0.066667,0.064516,0.122449,0.065574,1
0.627378,0,0,1,1,0,0,0,0,1,0,0.000117,0,0.000001,0,0,0.001581,0,0,0,0,0,0.024473,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,1
0.010583,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000027,0.000501,0.000381,0.00375,0.000698,1,0.907799,0.063834,1,0.019035,0.030178,0,0,0,0,0,0,0,0,1
0.032541,1,0,0,0,0,0,1,1,0,0,0.005173,0.000267,0.000043,0.006511,0.003045,0.001804,0.000662,1,0.407547,0.553812,1,0.597553,0.054184,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.183673,0.183673,0.2,0.370968,0.183673,0.377049,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.040816,0.040816,0.044444,0.064516,0.040816,0.065574,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.326531,0.326531,0.355556,0.354839,0.346939,0.360656,1
0.043776,1,0,0,0,0,0,1,1,0,0,0.000718,0.000268,0.000018,0.002504,0.003045,0.003961,0.000736,1,0.696252,0.106178,1,0.17947,0.058985,0,0,0.040816,0,0,0.096774,0.040816,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.653061,0.653061,0.355556,0.516129,0.693878,0.52459,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.125,0,0,0,0,0,0,0,0,0.019714,0,0,0.403226,0.040816,0.040816,0.044444,0.403226,0.040816,0.409836,1
0.012922,1,0,0,0,0,0,1,1,0,0,0.00012,0.00011,0.000025,0.000751,0.000761,0.002392,0.000653,1,0.238385,0.605559,1,0.055065,0.066529,0,0,0,0,0,0,0,0,1
0.042571,1,0,0,0,0,0,1,1,0,0,0.008969,0.000325,0.000047,0.010518,0.003045,0.001769,0.00058,1,0.918473,0.457516,1,0.693406,0.052812,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.040816,0.040816,0.044444,0.048387,0.040816,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.596774,0.571429,0.571429,0.288889,0.596774,0.571429,0.606557,1
0.049317,1,0,0,1,0,0,0,1,0,0,0.000049,0.00005,0.000006,0.000501,0.000381,0.015387,0.003022,1,0.544208,0.770767,1,0.019035,0.030178,0,0.016129,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.177419,0.244898,0.22449,0.244444,0.177419,0.244898,0.180328,1
0.001461,0,0,1,1,0,0,0,0,0,1,0.000047,0.000062,0.000057,0,0,0.000028,0,0,0,0,0,0.07206,0.150892,0,0,0,0,0,0,0,0,1
0.009882,1,0,0,0,1,0,0,1,0,0,0.000049,0.000038,0.000025,0.000501,0.000381,0.002259,0.000846,1,0.703309,0.059192,1,0.019714,0.030864,0,0.064516,0,0,0,0.048387,0,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.145161,0.183673,0.183673,0.088889,0.145161,0.204082,0.147541,1
0.017464,1,0,0,0,1,0,0,1,0,0,0.000064,0.00005,0.000016,0.000501,0.000381,0.005761,0.001007,1,0.288427,0.276457,1,0.029912,0.030178,0.5,0,0,0,0,0,0.040816,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.016315,0,0,0.080645,0,0,0,0.048387,0.040816,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.580645,0.55102,0.55102,0.288889,0.580645,0.55102,0.590164,1
0,0,0,1,1,0,0,0,0,1,0,0.000013,0,0.2,0,0,0,0,0,0,0,0,0.042148,0,0,0.145161,0.204082,0.183673,0.2,0.145161,0.183673,0.147541,1
0.039771,1,0,0,1,0,0,0,1,0,0,0.000092,0.000851,0.000016,0.001503,0.003045,0.005286,0.034274,1,0.712692,0.655931,1,0.019035,0.207133,0,0,0.326531,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.112903,0.142857,0.142857,0.155556,0.112903,0.142857,0.114754,1
0.02836,1,0,0,1,0,0,0,1,0,0,0.000877,0.000091,0.000018,0.001753,0.001142,0.003845,0.000854,1,0.90221,0.816632,1,0.295717,0.037037,0,0.080645,0,0.040816,0,0.016129,0.061224,0.016393,1
0.010084,1,0,0,0,1,0,0,1,0,0,0.000073,0.000174,0.000028,0.000501,0.000761,0.002333,0.000569,1,0.292512,0.093193,1,0.03603,0.105624,0.5,0.016129,0,0,0,0.016129,0,0.016393,1
0.086417,1,0,0,1,0,0,0,1,0,0,0.000235,0.00005,0.000003,0.000501,0.000381,0.026269,0.006324,1,0.784849,0.153176,1,0.152277,0.030178,0,0.032258,0,0,0,0,0.040816,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.166667,0,0,0,0,0,0,0,0,0.048946,0,0,0.177419,0.102041,0.040816,0.044444,0.258065,0.102041,0.180328,1
0.076649,0,0,1,1,0,0,0,0,1,0,0.000495,0,0.000018,0,0,0.000111,0,0,0,0,0,0.024473,0,0,0,0.244898,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.653061,0.653061,0.333333,0.516129,0.673469,0.52459,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.111111,0,0,0,0,0,0,0,0,0.038069,0,0,0,0,0,0,0,0,0,1
0.035768,1,0,0,0,0,1,0,1,0,0,0.000045,0.000099,0.000009,0.000501,0.000761,0.010337,0.00195,1,0.669673,0.736672,1,0.015636,0.048011,0,0,0,0,0,0,0.020408,0,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,1
0.006054,1,0,0,0,1,0,0,1,0,0,0.000082,0.004771,0.000113,0.000501,0.004949,0.001156,0.005212,1,0.009247,0.331177,1,0.032631,0.772977,0.5,0.016129,0,0,0,0.016129,0.020408,0.016393,1
0.012339,1,0,0,1,0,0,0,1,0,0,0.000053,0.000091,0.000026,0.000501,0.001142,0.002897,0.00048,1,0.771204,0.09724,1,0.022434,0.044582,0,0.016129,0,0,0,0.032258,0,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.326531,0.326531,0.355556,0.516129,0.326531,0.52459,1
0.31792,1,0,0,0,0,0,1,1,0,0,0.000129,0.003182,0.000004,0.001753,0.00571,0.055243,0.352225,1,0.848126,0.650643,1,0.012916,0.406722,0,0,0,0,0,0,0,0,1
0.009973,1,0,0,0,1,0,0,1,0,0,0.000116,0.000038,0.000025,0.000501,0.000381,0.002316,0.000774,1,0.606473,0.347531,1,0.067301,0.030864,0.5,0.064516,0,0,0,0.016129,0.367347,0.016393,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.370968,0.306122,0.306122,0.333333,0.370968,0.306122,0.377049,1
0.013907,1,0,0,0,1,0,0,1,0,0,0.000078,0.000459,0.00002,0.000501,0.000761,0.00359,0.000735,1,0.744199,0.336394,1,0.039429,0.27915,0.5,0,0.020408,0,0,0,0.020408,0.032787,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.111111,0,0,0,0,0,0,0,0,0.048946,0,0,0.096774,0.020408,0.020408,0.022222,0.096774,0.204082,0.098361,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.290323,0.346939,0.346939,0.377778,0.290323,0.367347,0.295082,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.673469,0.673469,0.333333,0.532258,0.673469,0.540984,1
0.142933,1,0,0,0,0,0,1,1,0,0,0.016428,0.000361,0.000021,0.01703,0.003045,0.007763,0.003123,1,0.512439,0.809744,1,0.807614,0.043896,0,0,0,0,0,0,0,0,1
0.003645,1,0,0,0,1,0,0,1,0,0,0.000093,0.000038,0.000069,0.000501,0.000381,0.000878,0.000247,1,0.585294,0.23171,1,0.050986,0.030864,0,0.016129,0,0,0,0.016129,0,0.016393,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0.040816,0.040816,0.044444,0.064516,0.040816,0.065574,1
0.008174,1,0,0,1,0,0,0,1,0,0,0.000241,0.000038,0.000031,0.000501,0.000381,0.001876,0.000715,1,0.197575,0.39082,1,0.155676,0.030864,0,0,0,0,0,0,0.020408,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.25,0,0,0,0,0,0,0,0,0.019714,0,0,0.258065,0.326531,0.326531,0.177778,0.258065,0.326531,0.262295,1
0,0,1,0,1,0,0,0,0,1,0,0.00004,0,1,0,0,0,0,0,0,0,0,0.138681,0,0,0.080645,0,0,0,0.064516,0.020408,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.064516,0,0,0,0.064516,0.020408,0.065574,1
0.003415,1,0,0,0,1,0,0,1,0,0,0.000078,0.000038,0.000073,0.000501,0.000381,0.00072,0.00031,1,0.917414,0.638985,1,0.040109,0.030864,0.5,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.673469,0.673469,0.333333,0.532258,0.673469,0.540984,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.306122,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.019714,0,0,0.532258,0.346939,0.346939,0.377778,0.532258,0.367347,0.540984,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.25,0,0,0,0,0,0,0,0,0.038069,0,0,0.016129,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.354839,0.306122,0.306122,0.333333,0.354839,0.306122,0.360656,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.040816,0.04918,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.806452,0.816327,0.816327,0.444444,0.806452,0.816327,0.819672,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.516129,0.326531,0.326531,0.355556,0.516129,0.326531,0.52459,1
0.004002,1,0,0,1,0,0,0,1,0,0,0.000042,0.000038,0.000062,0.000501,0.000381,0.001005,0.000361,1,0.024555,0.510671,1,0.013596,0.030864,0,0.064516,0.040816,0.040816,0,0.064516,0.040816,0.065574,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.333333,0,0,0,0,0,0,0,0,0.048946,0,0,0.16129,0.102041,0.061224,0.066667,0.209677,0.102041,0.163934,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.306452,0.306122,0.306122,0.333333,0.306452,0.306122,0.311475,1
0.081266,1,0,0,1,0,0,0,1,0,0,0.031436,0.000293,0.000061,0.030553,0.000381,0.001564,0.00062,1,0.700092,0.979003,1,0.878994,0.029492,0,0.032258,0,0,0,0,0.020408,0,1
0,0,1,0,1,0,0,0,0,1,0,0.000012,0,0.2,0,0,0,0,0,0,0,0,0.038069,0,0,0.016129,0.020408,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.111111,0,0,0,0,0,0,0,0,0.019714,0,0,0.241935,0.306122,0.306122,0.333333,0.241935,0.346939,0.245902,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.019714,0,0,0.274194,0.346939,0.346939,0.244444,0.274194,0.367347,0.278689,1
0.006802,1,0,0,0,1,0,0,1,0,0,0.000075,0.000368,0.000042,0.000501,0.000761,0.001563,0.00036,1,0.13345,0.906948,1,0.03739,0.223594,0.5,0,0.020408,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0.000006,0,0.142857,0,0,0,0,0,0,0,0,0.019714,0,0,0.193548,0.244898,0.244898,0.266667,0.193548,0.244898,0.196721,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.048387,0.061224,0.061224,0.066667,0.048387,0.081633,0.04918,1
0,0,0,1,1,0,0,0,0,1,0,0.000015,0,0.25,0,0,0,0,0,0,0,0,0.048946,0,0,0.129032,0.061224,0.040816,0.044444,0.193548,0.061224,0.131148,1
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.016315,0,0,0.064516,0,0,0,0.016129,0.061224,0.016393,1
